,region,state.name,county.name,state_county
1,70560,louisiana,iberia,"louisiana,iberia"
2,70510,louisiana,vermilion,"louisiana,vermilion"
3,70592,louisiana,lafayette,"louisiana,lafayette"
4,70548,louisiana,vermilion,"louisiana,vermilion"
5,70560,louisiana,vermilion,"louisiana,vermilion"
6,70578,louisiana,lafayette,"louisiana,lafayette"
7,70526,louisiana,acadia,"louisiana,acadia"
8,70592,louisiana,iberia,"louisiana,iberia"
9,70542,louisiana,cameron,"louisiana,cameron"
10,70542,louisiana,vermilion,"louisiana,vermilion"
11,70578,louisiana,vermilion,"louisiana,vermilion"
12,70592,louisiana,vermilion,"louisiana,vermilion"
13,70575,louisiana,vermilion,"louisiana,vermilion"
14,70578,louisiana,acadia,"louisiana,acadia"
15,70555,louisiana,lafayette,"louisiana,lafayette"
16,70555,louisiana,vermilion,"louisiana,vermilion"
17,70528,louisiana,iberia,"louisiana,iberia"
18,70533,louisiana,vermilion,"louisiana,vermilion"
19,70528,louisiana,vermilion,"louisiana,vermilion"
20,70533,louisiana,iberia,"louisiana,iberia"
21,70526,louisiana,vermilion,"louisiana,vermilion"
22,57481,south dakota,brown,"south dakota,brown"
23,57401,south dakota,brown,"south dakota,brown"
24,57441,south dakota,brown,"south dakota,brown"
25,57448,south dakota,edmunds,"south dakota,edmunds"
26,57456,south dakota,mcpherson,"south dakota,mcpherson"
27,57460,south dakota,edmunds,"south dakota,edmunds"
28,57451,south dakota,edmunds,"south dakota,edmunds"
29,57475,south dakota,edmunds,"south dakota,edmunds"
30,57474,south dakota,brown,"south dakota,brown"
31,57460,south dakota,spink,"south dakota,spink"
32,57448,south dakota,mcpherson,"south dakota,mcpherson"
33,57434,south dakota,brown,"south dakota,brown"
34,57451,south dakota,brown,"south dakota,brown"
35,57460,south dakota,faulk,"south dakota,faulk"
36,57456,south dakota,edmunds,"south dakota,edmunds"
37,57434,south dakota,spink,"south dakota,spink"
38,57446,south dakota,brown,"south dakota,brown"
39,57466,south dakota,faulk,"south dakota,faulk"
40,57445,south dakota,brown,"south dakota,brown"
41,57428,south dakota,edmunds,"south dakota,edmunds"
42,57449,south dakota,brown,"south dakota,brown"
43,57475,south dakota,potter,"south dakota,potter"
44,57439,south dakota,brown,"south dakota,brown"
45,57460,south dakota,brown,"south dakota,brown"
46,57432,south dakota,marshall,"south dakota,marshall"
47,57434,south dakota,day,"south dakota,day"
48,57479,south dakota,brown,"south dakota,brown"
49,57428,south dakota,walworth,"south dakota,walworth"
50,57433,south dakota,brown,"south dakota,brown"
51,57471,south dakota,edmunds,"south dakota,edmunds"
52,57435,south dakota,edmunds,"south dakota,edmunds"
53,57434,south dakota,clark,"south dakota,clark"
54,57481,south dakota,mcpherson,"south dakota,mcpherson"
55,57435,south dakota,faulk,"south dakota,faulk"
56,57426,south dakota,brown,"south dakota,brown"
57,57481,south dakota,edmunds,"south dakota,edmunds"
58,57427,south dakota,brown,"south dakota,brown"
59,57466,south dakota,edmunds,"south dakota,edmunds"
60,57432,south dakota,brown,"south dakota,brown"
61,98552,washington,grays harbor,"washington,grays harbor"
62,98587,washington,grays harbor,"washington,grays harbor"
63,98520,washington,grays harbor,"washington,grays harbor"
64,98595,washington,grays harbor,"washington,grays harbor"
65,98568,washington,grays harbor,"washington,grays harbor"
66,98535,washington,grays harbor,"washington,grays harbor"
67,98575,washington,grays harbor,"washington,grays harbor"
68,98568,washington,lewis,"washington,lewis"
69,98541,washington,grays harbor,"washington,grays harbor"
70,98550,washington,grays harbor,"washington,grays harbor"
71,98536,washington,grays harbor,"washington,grays harbor"
72,98547,washington,grays harbor,"washington,grays harbor"
73,98563,washington,grays harbor,"washington,grays harbor"
74,98583,washington,grays harbor,"washington,grays harbor"
75,98562,washington,grays harbor,"washington,grays harbor"
76,98537,washington,grays harbor,"washington,grays harbor"
77,98547,washington,pacific,"washington,pacific"
78,98571,washington,grays harbor,"washington,grays harbor"
79,98557,washington,mason,"washington,mason"
80,98559,washington,grays harbor,"washington,grays harbor"
81,98537,washington,pacific,"washington,pacific"
82,98569,washington,grays harbor,"washington,grays harbor"
83,98526,washington,grays harbor,"washington,grays harbor"
84,98557,washington,grays harbor,"washington,grays harbor"
85,98541,washington,mason,"washington,mason"
86,76437,texas,callahan,"texas,callahan"
87,79504,texas,callahan,"texas,callahan"
88,79566,texas,taylor,"texas,taylor"
89,79561,texas,fisher,"texas,fisher"
90,79560,texas,fisher,"texas,fisher"
91,76437,texas,stephens,"texas,stephens"
92,79601,texas,jones,"texas,jones"
93,79501,texas,jones,"texas,jones"
94,79566,texas,runnels,"texas,runnels"
95,79536,texas,jones,"texas,jones"
96,76443,texas,coleman,"texas,coleman"
97,79562,texas,taylor,"texas,taylor"
98,79560,texas,jones,"texas,jones"
99,79525,texas,jones,"texas,jones"
100,79605,texas,taylor,"texas,taylor"
101,79520,texas,fisher,"texas,fisher"
102,76443,texas,brown,"texas,brown"
103,79563,texas,taylor,"texas,taylor"
104,79561,texas,nolan,"texas,nolan"
105,79553,texas,haskell,"texas,haskell"
106,79520,texas,jones,"texas,jones"
107,76437,texas,eastland,"texas,eastland"
108,79601,texas,callahan,"texas,callahan"
109,76469,texas,callahan,"texas,callahan"
110,76464,texas,stephens,"texas,stephens"
111,79536,texas,nolan,"texas,nolan"
112,79541,texas,taylor,"texas,taylor"
113,79533,texas,shackelford,"texas,shackelford"
114,79561,texas,taylor,"texas,taylor"
115,79536,texas,taylor,"texas,taylor"
116,79503,texas,jones,"texas,jones"
117,79606,texas,taylor,"texas,taylor"
118,79553,texas,jones,"texas,jones"
119,79607,texas,taylor,"texas,taylor"
120,79533,texas,haskell,"texas,haskell"
121,76464,texas,shackelford,"texas,shackelford"
122,79530,texas,taylor,"texas,taylor"
123,79510,texas,coleman,"texas,coleman"
124,76464,texas,callahan,"texas,callahan"
125,79533,texas,jones,"texas,jones"
126,79603,texas,taylor,"texas,taylor"
127,79601,texas,shackelford,"texas,shackelford"
128,76443,texas,callahan,"texas,callahan"
129,79602,texas,taylor,"texas,taylor"
130,79510,texas,callahan,"texas,callahan"
131,79601,texas,taylor,"texas,taylor"
132,79541,texas,callahan,"texas,callahan"
133,79533,texas,throckmorton,"texas,throckmorton"
134,79602,texas,callahan,"texas,callahan"
135,79567,texas,taylor,"texas,taylor"
136,79508,texas,taylor,"texas,taylor"
137,79699,texas,taylor,"texas,taylor"
138,79567,texas,runnels,"texas,runnels"
139,79504,texas,shackelford,"texas,shackelford"
140,74825,oklahoma,pontotoc,"oklahoma,pontotoc"
141,74871,oklahoma,coal,"oklahoma,coal"
142,74831,oklahoma,pontotoc,"oklahoma,pontotoc"
143,74865,oklahoma,murray,"oklahoma,murray"
144,74865,oklahoma,pontotoc,"oklahoma,pontotoc"
145,74825,oklahoma,hughes,"oklahoma,hughes"
146,74865,oklahoma,garvin,"oklahoma,garvin"
147,74820,oklahoma,pontotoc,"oklahoma,pontotoc"
148,74843,oklahoma,pontotoc,"oklahoma,pontotoc"
149,74842,oklahoma,pontotoc,"oklahoma,pontotoc"
150,74871,oklahoma,johnston,"oklahoma,johnston"
151,74820,oklahoma,johnston,"oklahoma,johnston"
152,74872,oklahoma,mcclain,"oklahoma,mcclain"
153,74572,oklahoma,coal,"oklahoma,coal"
154,74825,oklahoma,coal,"oklahoma,coal"
155,74831,oklahoma,garvin,"oklahoma,garvin"
156,74872,oklahoma,pontotoc,"oklahoma,pontotoc"
157,74572,oklahoma,pontotoc,"oklahoma,pontotoc"
158,74872,oklahoma,garvin,"oklahoma,garvin"
159,74831,oklahoma,mcclain,"oklahoma,mcclain"
160,74871,oklahoma,pontotoc,"oklahoma,pontotoc"
161,74844,oklahoma,pontotoc,"oklahoma,pontotoc"
162,49228,michigan,lenawee,"michigan,lenawee"
163,49276,michigan,lenawee,"michigan,lenawee"
164,49288,michigan,lenawee,"michigan,lenawee"
165,49236,michigan,washtenaw,"michigan,washtenaw"
166,49267,michigan,lenawee,"michigan,lenawee"
167,49229,michigan,lenawee,"michigan,lenawee"
168,49233,michigan,lenawee,"michigan,lenawee"
169,49279,michigan,lenawee,"michigan,lenawee"
170,49287,michigan,washtenaw,"michigan,washtenaw"
171,49247,michigan,lenawee,"michigan,lenawee"
172,49238,michigan,monroe,"michigan,monroe"
173,48176,michigan,washtenaw,"michigan,washtenaw"
174,49238,michigan,lenawee,"michigan,lenawee"
175,49235,michigan,lenawee,"michigan,lenawee"
176,49221,michigan,lenawee,"michigan,lenawee"
177,49230,michigan,lenawee,"michigan,lenawee"
178,49229,michigan,monroe,"michigan,monroe"
179,49276,michigan,monroe,"michigan,monroe"
180,49248,michigan,lenawee,"michigan,lenawee"
181,49236,michigan,lenawee,"michigan,lenawee"
182,49233,michigan,jackson,"michigan,jackson"
183,49286,michigan,lenawee,"michigan,lenawee"
184,49256,michigan,lenawee,"michigan,lenawee"
185,49233,michigan,hillsdale,"michigan,hillsdale"
186,49287,michigan,lenawee,"michigan,lenawee"
187,48176,michigan,lenawee,"michigan,lenawee"
188,49267,michigan,monroe,"michigan,monroe"
189,49253,michigan,lenawee,"michigan,lenawee"
190,49247,michigan,hillsdale,"michigan,hillsdale"
191,49230,michigan,jackson,"michigan,jackson"
192,49289,michigan,lenawee,"michigan,lenawee"
193,49265,michigan,lenawee,"michigan,lenawee"
194,49288,michigan,hillsdale,"michigan,hillsdale"
195,49220,michigan,hillsdale,"michigan,hillsdale"
196,49268,michigan,lenawee,"michigan,lenawee"
197,49220,michigan,lenawee,"michigan,lenawee"
198,44216,ohio,stark,"ohio,stark"
199,44281,ohio,summit,"ohio,summit"
200,44333,ohio,medina,"ohio,medina"
201,44240,ohio,summit,"ohio,summit"
202,44429,ohio,portage,"ohio,portage"
203,44234,ohio,geauga,"ohio,geauga"
204,44250,ohio,summit,"ohio,summit"
205,44281,ohio,medina,"ohio,medina"
206,44203,ohio,summit,"ohio,summit"
207,44141,ohio,cuyahoga,"ohio,cuyahoga"
208,44314,ohio,summit,"ohio,summit"
209,44319,ohio,summit,"ohio,summit"
210,44632,ohio,portage,"ohio,portage"
211,44240,ohio,portage,"ohio,portage"
212,44720,ohio,stark,"ohio,stark"
213,44278,ohio,portage,"ohio,portage"
214,44685,ohio,stark,"ohio,stark"
215,44203,ohio,medina,"ohio,medina"
216,44278,ohio,summit,"ohio,summit"
217,44320,ohio,summit,"ohio,summit"
218,44285,ohio,portage,"ohio,portage"
219,44241,ohio,portage,"ohio,portage"
220,44216,ohio,summit,"ohio,summit"
221,44202,ohio,geauga,"ohio,geauga"
222,44260,ohio,portage,"ohio,portage"
223,44304,ohio,summit,"ohio,summit"
224,44720,ohio,summit,"ohio,summit"
225,44614,ohio,summit,"ohio,summit"
226,44256,ohio,lorain,"ohio,lorain"
227,44301,ohio,summit,"ohio,summit"
228,44685,ohio,summit,"ohio,summit"
229,44313,ohio,summit,"ohio,summit"
230,44286,ohio,summit,"ohio,summit"
231,44243,ohio,portage,"ohio,portage"
232,44236,ohio,portage,"ohio,portage"
233,44236,ohio,summit,"ohio,summit"
234,44255,ohio,portage,"ohio,portage"
235,44411,ohio,portage,"ohio,portage"
236,44412,ohio,mahoning,"ohio,mahoning"
237,44231,ohio,geauga,"ohio,geauga"
238,44306,ohio,summit,"ohio,summit"
239,44305,ohio,summit,"ohio,summit"
240,44141,ohio,summit,"ohio,summit"
241,44266,ohio,portage,"ohio,portage"
242,44307,ohio,summit,"ohio,summit"
243,44333,ohio,summit,"ohio,summit"
244,44202,ohio,portage,"ohio,portage"
245,44288,ohio,portage,"ohio,portage"
246,44272,ohio,portage,"ohio,portage"
247,44303,ohio,summit,"ohio,summit"
248,44302,ohio,summit,"ohio,summit"
249,44614,ohio,stark,"ohio,stark"
250,44223,ohio,summit,"ohio,summit"
251,44449,ohio,portage,"ohio,portage"
252,44264,ohio,summit,"ohio,summit"
253,44632,ohio,stark,"ohio,stark"
254,44308,ohio,summit,"ohio,summit"
255,44491,ohio,trumbull,"ohio,trumbull"
256,44224,ohio,portage,"ohio,portage"
257,44321,ohio,summit,"ohio,summit"
258,44312,ohio,portage,"ohio,portage"
259,44201,ohio,portage,"ohio,portage"
260,44265,ohio,portage,"ohio,portage"
261,44067,ohio,summit,"ohio,summit"
262,44491,ohio,geauga,"ohio,geauga"
263,44311,ohio,summit,"ohio,summit"
264,44224,ohio,summit,"ohio,summit"
265,44449,ohio,mahoning,"ohio,mahoning"
266,44056,ohio,summit,"ohio,summit"
267,44202,ohio,summit,"ohio,summit"
268,44234,ohio,portage,"ohio,portage"
269,44221,ohio,summit,"ohio,summit"
270,44321,ohio,medina,"ohio,medina"
271,44201,ohio,stark,"ohio,stark"
272,44429,ohio,mahoning,"ohio,mahoning"
273,44310,ohio,summit,"ohio,summit"
274,44256,ohio,medina,"ohio,medina"
275,44444,ohio,mahoning,"ohio,mahoning"
276,44260,ohio,summit,"ohio,summit"
277,44491,ohio,portage,"ohio,portage"
278,44444,ohio,trumbull,"ohio,trumbull"
279,44312,ohio,summit,"ohio,summit"
280,44444,ohio,portage,"ohio,portage"
281,44231,ohio,portage,"ohio,portage"
282,44262,ohio,summit,"ohio,summit"
283,44412,ohio,portage,"ohio,portage"
284,44256,ohio,summit,"ohio,summit"
285,44087,ohio,summit,"ohio,summit"
286,44260,ohio,stark,"ohio,stark"
287,88339,new mexico,chaves,"new mexico,chaves"
288,88081,new mexico,dona ana,"new mexico,dona ana"
289,88347,new mexico,otero,"new mexico,otero"
290,88317,new mexico,otero,"new mexico,otero"
291,88349,new mexico,otero,"new mexico,otero"
292,88339,new mexico,otero,"new mexico,otero"
293,88350,new mexico,otero,"new mexico,otero"
294,88081,new mexico,otero,"new mexico,otero"
295,88342,new mexico,otero,"new mexico,otero"
296,88340,new mexico,otero,"new mexico,otero"
297,88337,new mexico,otero,"new mexico,otero"
298,88311,new mexico,otero,"new mexico,otero"
299,79837,texas,hudspeth,"texas,hudspeth"
300,88314,new mexico,otero,"new mexico,otero"
301,79837,new mexico,otero,"new mexico,otero"
302,88352,new mexico,otero,"new mexico,otero"
303,88344,new mexico,chaves,"new mexico,chaves"
304,88344,new mexico,otero,"new mexico,otero"
305,88354,new mexico,otero,"new mexico,otero"
306,88310,new mexico,otero,"new mexico,otero"
307,88330,new mexico,otero,"new mexico,otero"
308,88325,new mexico,otero,"new mexico,otero"
309,31771,georgia,worth,"georgia,worth"
310,39886,georgia,terrell,"georgia,terrell"
311,39841,georgia,baker,"georgia,baker"
312,39886,georgia,randolph,"georgia,randolph"
313,39885,georgia,terrell,"georgia,terrell"
314,31763,georgia,lee,"georgia,lee"
315,31701,georgia,dougherty,"georgia,dougherty"
316,39870,georgia,baker,"georgia,baker"
317,31771,georgia,colquitt,"georgia,colquitt"
318,31775,georgia,worth,"georgia,worth"
319,31701,georgia,lee,"georgia,lee"
320,31775,georgia,colquitt,"georgia,colquitt"
321,31721,georgia,terrell,"georgia,terrell"
322,31791,georgia,dougherty,"georgia,dougherty"
323,31772,georgia,worth,"georgia,worth"
324,31789,georgia,worth,"georgia,worth"
325,31764,georgia,sumter,"georgia,sumter"
326,39862,georgia,calhoun,"georgia,calhoun"
327,39877,georgia,terrell,"georgia,terrell"
328,31795,georgia,worth,"georgia,worth"
329,39877,georgia,webster,"georgia,webster"
330,31744,georgia,worth,"georgia,worth"
331,31705,georgia,worth,"georgia,worth"
332,39837,georgia,decatur,"georgia,decatur"
333,39886,georgia,calhoun,"georgia,calhoun"
334,31775,georgia,tift,"georgia,tift"
335,31764,georgia,lee,"georgia,lee"
336,31763,georgia,dougherty,"georgia,dougherty"
337,39826,georgia,terrell,"georgia,terrell"
338,39837,georgia,baker,"georgia,baker"
339,39813,georgia,early,"georgia,early"
340,31721,georgia,lee,"georgia,lee"
341,31705,georgia,mitchell,"georgia,mitchell"
342,39837,georgia,miller,"georgia,miller"
343,31796,georgia,worth,"georgia,worth"
344,31743,georgia,lee,"georgia,lee"
345,39862,georgia,baker,"georgia,baker"
346,31744,georgia,mitchell,"georgia,mitchell"
347,31743,georgia,sumter,"georgia,sumter"
348,31721,georgia,baker,"georgia,baker"
349,31791,georgia,worth,"georgia,worth"
350,39841,georgia,early,"georgia,early"
351,31787,georgia,lee,"georgia,lee"
352,31705,georgia,dougherty,"georgia,dougherty"
353,31744,georgia,colquitt,"georgia,colquitt"
354,31714,georgia,turner,"georgia,turner"
355,39813,georgia,calhoun,"georgia,calhoun"
356,31787,georgia,sumter,"georgia,sumter"
357,31795,georgia,tift,"georgia,tift"
358,39841,georgia,miller,"georgia,miller"
359,31707,georgia,lee,"georgia,lee"
360,31707,georgia,dougherty,"georgia,dougherty"
361,31781,georgia,worth,"georgia,worth"
362,39837,georgia,early,"georgia,early"
363,31721,georgia,dougherty,"georgia,dougherty"
364,39813,georgia,baker,"georgia,baker"
365,31714,georgia,worth,"georgia,worth"
366,39842,georgia,terrell,"georgia,terrell"
367,39842,georgia,calhoun,"georgia,calhoun"
368,97446,oregon,linn,"oregon,linn"
369,97321,oregon,linn,"oregon,linn"
370,97322,oregon,linn,"oregon,linn"
371,97360,oregon,marion,"oregon,marion"
372,97358,oregon,marion,"oregon,marion"
373,97355,oregon,linn,"oregon,linn"
374,97352,oregon,marion,"oregon,marion"
375,97759,oregon,deschutes,"oregon,deschutes"
376,97446,oregon,lane,"oregon,lane"
377,97333,oregon,benton,"oregon,benton"
378,97759,oregon,jefferson,"oregon,jefferson"
379,97350,oregon,marion,"oregon,marion"
380,97383,oregon,linn,"oregon,linn"
381,97352,oregon,linn,"oregon,linn"
382,97377,oregon,linn,"oregon,linn"
383,97386,oregon,linn,"oregon,linn"
384,97346,oregon,marion,"oregon,marion"
385,97759,oregon,linn,"oregon,linn"
386,97383,oregon,marion,"oregon,marion"
387,97413,oregon,lane,"oregon,lane"
388,97360,oregon,linn,"oregon,linn"
389,97350,oregon,linn,"oregon,linn"
390,97348,oregon,linn,"oregon,linn"
391,97327,oregon,linn,"oregon,linn"
392,97321,oregon,benton,"oregon,benton"
393,97346,oregon,linn,"oregon,linn"
394,97374,oregon,linn,"oregon,linn"
395,97333,oregon,linn,"oregon,linn"
396,97389,oregon,linn,"oregon,linn"
397,97345,oregon,linn,"oregon,linn"
398,97358,oregon,linn,"oregon,linn"
399,97413,oregon,linn,"oregon,linn"
400,97329,oregon,linn,"oregon,linn"
401,12076,new york,schoharie,"new york,schoharie"
402,12140,new york,rensselaer,"new york,rensselaer"
403,12031,new york,schoharie,"new york,schoharie"
404,13459,new york,schoharie,"new york,schoharie"
405,13459,new york,montgomery,"new york,montgomery"
406,12027,new york,schenectady,"new york,schenectady"
407,12143,new york,albany,"new york,albany"
408,12025,new york,saratoga,"new york,saratoga"
409,12211,new york,albany,"new york,albany"
410,12831,new york,saratoga,"new york,saratoga"
411,12047,new york,albany,"new york,albany"
412,12309,new york,schenectady,"new york,schenectady"
413,12027,new york,saratoga,"new york,saratoga"
414,12194,new york,schoharie,"new york,schoharie"
415,12309,new york,albany,"new york,albany"
416,12074,new york,saratoga,"new york,saratoga"
417,12023,new york,schoharie,"new york,schoharie"
418,12186,new york,albany,"new york,albany"
419,12137,new york,montgomery,"new york,montgomery"
420,12020,new york,saratoga,"new york,saratoga"
421,12083,new york,greene,"new york,greene"
422,12085,new york,albany,"new york,albany"
423,12120,new york,albany,"new york,albany"
424,12207,new york,albany,"new york,albany"
425,12022,new york,rensselaer,"new york,rensselaer"
426,12019,new york,saratoga,"new york,saratoga"
427,12189,new york,albany,"new york,albany"
428,12196,new york,rensselaer,"new york,rensselaer"
429,12062,new york,columbia,"new york,columbia"
430,12028,new york,washington,"new york,washington"
431,12010,new york,montgomery,"new york,montgomery"
432,12052,new york,rensselaer,"new york,rensselaer"
433,12028,new york,rensselaer,"new york,rensselaer"
434,12018,new york,rensselaer,"new york,rensselaer"
435,12156,new york,rensselaer,"new york,rensselaer"
436,12057,new york,washington,"new york,washington"
437,12182,new york,rensselaer,"new york,rensselaer"
438,12086,new york,montgomery,"new york,montgomery"
439,12859,new york,saratoga,"new york,saratoga"
440,12023,new york,albany,"new york,albany"
441,12209,new york,albany,"new york,albany"
442,12148,new york,saratoga,"new york,saratoga"
443,12083,new york,albany,"new york,albany"
444,12206,new york,albany,"new york,albany"
445,12193,new york,albany,"new york,albany"
446,12866,new york,saratoga,"new york,saratoga"
447,12019,new york,schenectady,"new york,schenectady"
448,12184,new york,rensselaer,"new york,rensselaer"
449,12185,new york,rensselaer,"new york,rensselaer"
450,13459,new york,otsego,"new york,otsego"
451,12850,new york,saratoga,"new york,saratoga"
452,12061,new york,rensselaer,"new york,rensselaer"
453,12053,new york,schenectady,"new york,schenectady"
454,12157,new york,schenectady,"new york,schenectady"
455,12156,new york,columbia,"new york,columbia"
456,12007,new york,albany,"new york,albany"
457,12208,new york,albany,"new york,albany"
458,12871,new york,saratoga,"new york,saratoga"
459,12185,new york,washington,"new york,washington"
460,12183,new york,albany,"new york,albany"
461,12040,new york,rensselaer,"new york,rensselaer"
462,12180,new york,rensselaer,"new york,rensselaer"
463,12175,new york,schoharie,"new york,schoharie"
464,12469,new york,albany,"new york,albany"
465,12204,new york,albany,"new york,albany"
466,12469,new york,greene,"new york,greene"
467,12054,new york,albany,"new york,albany"
468,12150,new york,schenectady,"new york,schenectady"
469,12884,new york,saratoga,"new york,saratoga"
470,12122,new york,schoharie,"new york,schoharie"
471,12188,new york,saratoga,"new york,saratoga"
472,12025,new york,fulton,"new york,fulton"
473,12184,new york,columbia,"new york,columbia"
474,12010,new york,schenectady,"new york,schenectady"
475,12170,new york,saratoga,"new york,saratoga"
476,12157,new york,schoharie,"new york,schoharie"
477,12161,new york,albany,"new york,albany"
478,12202,new york,albany,"new york,albany"
479,12203,new york,albany,"new york,albany"
480,12086,new york,fulton,"new york,fulton"
481,12120,new york,greene,"new york,greene"
482,12151,new york,saratoga,"new york,saratoga"
483,12077,new york,albany,"new york,albany"
484,12071,new york,schoharie,"new york,schoharie"
485,12110,new york,albany,"new york,albany"
486,12205,new york,albany,"new york,albany"
487,12166,new york,montgomery,"new york,montgomery"
488,12210,new york,albany,"new york,albany"
489,12057,new york,rensselaer,"new york,rensselaer"
490,12084,new york,albany,"new york,albany"
491,12469,new york,schoharie,"new york,schoharie"
492,12198,new york,rensselaer,"new york,rensselaer"
493,12053,new york,schoharie,"new york,schoharie"
494,12118,new york,saratoga,"new york,saratoga"
495,12828,new york,washington,"new york,washington"
496,12154,new york,rensselaer,"new york,rensselaer"
497,12009,new york,albany,"new york,albany"
498,12863,new york,saratoga,"new york,saratoga"
499,12010,new york,saratoga,"new york,saratoga"
500,12008,new york,schenectady,"new york,schenectady"
501,12123,new york,rensselaer,"new york,rensselaer"
502,12160,new york,schoharie,"new york,schoharie"
503,12158,new york,albany,"new york,albany"
504,12053,new york,albany,"new york,albany"
505,12157,new york,albany,"new york,albany"
506,12118,new york,rensselaer,"new york,rensselaer"
507,12053,new york,montgomery,"new york,montgomery"
508,12153,new york,rensselaer,"new york,rensselaer"
509,12154,new york,washington,"new york,washington"
510,12131,new york,schoharie,"new york,schoharie"
511,12010,new york,fulton,"new york,fulton"
512,12167,new york,delaware,"new york,delaware"
513,12121,new york,rensselaer,"new york,rensselaer"
514,12064,new york,otsego,"new york,otsego"
515,12056,new york,schenectady,"new york,schenectady"
516,12138,new york,rensselaer,"new york,rensselaer"
517,12159,new york,albany,"new york,albany"
518,12835,new york,warren,"new york,warren"
519,12828,new york,saratoga,"new york,saratoga"
520,12822,new york,saratoga,"new york,saratoga"
521,12147,new york,albany,"new york,albany"
522,12222,new york,albany,"new york,albany"
523,12149,new york,schoharie,"new york,schoharie"
524,12302,new york,saratoga,"new york,saratoga"
525,12043,new york,schoharie,"new york,schoharie"
526,12046,new york,albany,"new york,albany"
527,12143,new york,greene,"new york,greene"
528,12064,new york,schoharie,"new york,schoharie"
529,12063,new york,rensselaer,"new york,rensselaer"
530,12059,new york,albany,"new york,albany"
531,12062,new york,rensselaer,"new york,rensselaer"
532,12833,new york,saratoga,"new york,saratoga"
533,12090,new york,rensselaer,"new york,rensselaer"
534,12169,new york,rensselaer,"new york,rensselaer"
535,12166,new york,schoharie,"new york,schoharie"
536,12803,new york,saratoga,"new york,saratoga"
537,12187,new york,schoharie,"new york,schoharie"
538,12168,new york,rensselaer,"new york,rensselaer"
539,12067,new york,albany,"new york,albany"
540,12122,new york,albany,"new york,albany"
541,12036,new york,otsego,"new york,otsego"
542,12144,new york,rensselaer,"new york,rensselaer"
543,12093,new york,delaware,"new york,delaware"
544,12305,new york,schenectady,"new york,schenectady"
545,12045,new york,albany,"new york,albany"
546,12065,new york,saratoga,"new york,saratoga"
547,12035,new york,schoharie,"new york,schoharie"
548,12167,new york,schoharie,"new york,schoharie"
549,12041,new york,albany,"new york,albany"
550,12046,new york,greene,"new york,greene"
551,12134,new york,hamilton,"new york,hamilton"
552,12066,new york,montgomery,"new york,montgomery"
553,12087,new york,albany,"new york,albany"
554,12092,new york,schoharie,"new york,schoharie"
555,12036,new york,schoharie,"new york,schoharie"
556,12087,new york,greene,"new york,greene"
557,12304,new york,albany,"new york,albany"
558,12303,new york,schenectady,"new york,schenectady"
559,12043,new york,otsego,"new york,otsego"
560,12033,new york,rensselaer,"new york,rensselaer"
561,12137,new york,schenectady,"new york,schenectady"
562,12089,new york,rensselaer,"new york,rensselaer"
563,12094,new york,washington,"new york,washington"
564,12304,new york,schenectady,"new york,schenectady"
565,12066,new york,schenectady,"new york,schenectady"
566,12306,new york,albany,"new york,albany"
567,12307,new york,schenectady,"new york,schenectady"
568,12066,new york,schoharie,"new york,schoharie"
569,12303,new york,albany,"new york,albany"
570,12093,new york,schoharie,"new york,schoharie"
571,12308,new york,schenectady,"new york,schenectady"
572,12134,new york,saratoga,"new york,saratoga"
573,12302,new york,schenectady,"new york,schenectady"
574,12306,new york,schenectady,"new york,schenectady"
575,12134,new york,fulton,"new york,fulton"
576,12094,new york,rensselaer,"new york,rensselaer"
577,12086,new york,saratoga,"new york,saratoga"
578,12835,new york,saratoga,"new york,saratoga"
579,28109,north carolina,stanly,"north carolina,stanly"
580,28097,north carolina,cabarrus,"north carolina,cabarrus"
581,28127,north carolina,stanly,"north carolina,stanly"
582,28124,north carolina,stanly,"north carolina,stanly"
583,28001,north carolina,stanly,"north carolina,stanly"
584,28137,north carolina,rowan,"north carolina,rowan"
585,28127,north carolina,montgomery,"north carolina,montgomery"
586,28071,north carolina,cabarrus,"north carolina,cabarrus"
587,28107,north carolina,cabarrus,"north carolina,cabarrus"
588,28009,north carolina,stanly,"north carolina,stanly"
589,28127,north carolina,davidson,"north carolina,davidson"
590,28071,north carolina,stanly,"north carolina,stanly"
591,28107,north carolina,union,"north carolina,union"
592,28128,north carolina,stanly,"north carolina,stanly"
593,28071,north carolina,rowan,"north carolina,rowan"
594,28097,north carolina,stanly,"north carolina,stanly"
595,28137,north carolina,stanly,"north carolina,stanly"
596,28107,north carolina,mecklenburg,"north carolina,mecklenburg"
597,28124,north carolina,cabarrus,"north carolina,cabarrus"
598,28129,north carolina,stanly,"north carolina,stanly"
599,28107,north carolina,stanly,"north carolina,stanly"
600,28163,north carolina,stanly,"north carolina,stanly"
601,55917,minnesota,freeborn,"minnesota,freeborn"
602,56036,minnesota,freeborn,"minnesota,freeborn"
603,56045,minnesota,freeborn,"minnesota,freeborn"
604,56043,minnesota,freeborn,"minnesota,freeborn"
605,56072,minnesota,freeborn,"minnesota,freeborn"
606,55917,minnesota,mower,"minnesota,mower"
607,56032,minnesota,freeborn,"minnesota,freeborn"
608,56009,minnesota,freeborn,"minnesota,freeborn"
609,56097,minnesota,faribault,"minnesota,faribault"
610,55917,minnesota,steele,"minnesota,steele"
611,56026,minnesota,waseca,"minnesota,waseca"
